Unnamed: 0,document,star,label
3477,"지금 함께있는것만이 사랑의 결실은 아님을,서로의 꿈을 응원하고 마침내 그것이 이루어졌을때 그 사랑이 완성된다는 것을, 눈부시도록 아름답게 들려주는 어른을 위한 동화 ", 10,1
3478,수지와 이제훈을 보며 내가 진짜 순수하게 누군가를 좋아했던 감정과 사소한 오해로 엇갈렸던 순간들까지 다 떠올라서 참 마음 아프면서도 애틋한 그런 영화였다 , 10,1
3479,슬픈 우리의 역사ㅠㅠ , 10,1
3480,긴장감 지수 선택란이 있었네ㅋ긴장감 최고 완전 스릴넘침배우 연기력 갑 모두 믿보배들이니까하.. 마지막 스토리인데..왜이렇게 만들었지?일부러 그런건가봐 2탄 만들려고.그거 아니면 이럴수가 없다. , 8,1
3481,저예산 영화라서 이정도면 잘 만들었다고 개소리 하시는데저예산 영화면 티켓값이 반값임?? 똑같은 돈으로 영화보는데 저예산 영화에 왜케 관대함?? 그냥 재미없음.. 긴장은 개뿔 작년에 본 서치는 그래도 재밌었는데 에혀 , 1,0
3482,디스토피아적 대한민국을 볼 수 있는 재밌었던 영화. 개연성은 다소 아쉽지만 배우들의 연기와 액션이 훌륭함. 러닝타임 내내 긴장하며 봤음. 이렇게까지 평점이 안 좋은 건 이해가 안감. 영화에 갖는 기대치가 달라서 그런듯. 할리우드 영화에는 관대하고 한국영화에는 관대하지 못한 느낌. 유독 한국 영화에서 너무 높은 작품성을 기대하는 듯함. , 8,1
3483,"이렇게 긴장하면서 본 영화 오랜만인거 같아요. 배우님들 연기 보는 재미도 있고, 원래 재미없다 하는 작품이 없어서 그런진 몰라도 심장 벌렁거리면서 되게 재밌게 봤어요. 재밌는 킬링 타임용으로 적극 추천합니다!! 2편 내주실거라고 믿습니다 ", 10,1
3484,이종수 너무 섹시해요~ 이종수같은남자랑 자봤으면~ 야동 보지말고 이거 보세요~ 이종수 너무 섹시합니다 , 10,1
3485,"악의 없이 1점을 줄 수 있는 영화, 내 시간을 사냥한 영화 ", 1,0
3486,ㅋㅋㅋㅋ 아재판 스물 느낌임 겁나재밌음 ㅋㅋ , 7,1
3487,지금 생각해보니 막장 스토리구나 ... , 2,0
3488,죽었는지 살았는지 물어보는 사람들 많은데 어차피 물에 다 젖은 상태로 30분 이상 지나면 저체온증으로 뒤1집니다.  늑대 소굴에서  저체온증까지 온 상황에서도 다시 일어나서 맞선다는 것에 의미가 있는거지 생존했냐 안했냐가 아님.  저 상황에서  다시 일어서 맞서 싸우려는 사람 몇이나 됨? , 8,1
3489,이보영 최고의 연기 믿고본다 , 10,1
3490,2편으로 떡밥 회수 좀 해주세요. , 10,1
3491,톡특한 구성의 스토리와 반전의 반전...배우들의 연기 모두 재밌었다 , 10,1
3492,액션이 워후 ㄷㄷ 한국인이 좋아하는 신파도 살짝있어서 재밌습니다. , 10,1
3493,토르의 또 다른 모습이 너무 잘어울렸고 액션 스토리 모두가 완벽했다 , 10,1
3494,"이 정도 평점 받을 영화는 아니다. 하필 희대의 갓띵작 익스트랙션이랑 하루 차이로 개봉해서 평가절하된 부분이 있고, 초반 사이버펑크에서 지방병원은 갑자기 현실한국 ㅋㅋ 이런거 빼곤 연기도 좋았고 몰입감있고 재밌음. 8점정도 나와야 하는 영화다. ", 10,1
3495,"주인공이 너무 즉흥적이고 어린애 같아. 성질난다고  바다에 가방버리고, 또 기분나쁘다고 침실에 짱박히고.. 완전 애기야 애기.. ", 10,1
3496,정리하면 우리가 너무 기대했던것같다..솔직히 스토리는 진짜 파수꾼과 배우들의 비해 전혀 개연성이 없고 영화자체가 따로노는 느낌입니다 ㅠㅠ , 3,0
3497,달다구리하니 중딩때 생각나누!! , 10,1
3498,???:배우들 보러왔다가 배우들만보고간 썰 푼다 , 3,0
3499,재미있어요! 액션 + 웃음 , 8,1
3500,나는 손발에 땀날정도루 몰입해서 봤습니다ㅎ , 10,1
3501,평점때문에 기대를 안해서 그런지 꿀잼이었다 , 10,1
3502,처음엔 닭 하나를 위해 목숨 걸은 남자인줄ㅋ재밌게 봄 , 10,1
3503,나는 스타워즈 세대다 어린 시절 부터 스타워즈를 보며 자랐다 이번 라이즈 오브 스카이워커에 대해서 악평을 많이 하는데 도무지 이해불가 다  초창기 배우들이 이제 노인이 되어서 마지막으로 스타워즈 에 연기를 다하고 가는모습들을 볼 때 이제야 제대로 스타워즈 의 지나온 그들의 혼신들에 대하여 경의를 표하는 작품이라고 말할 수 있다 전통성을 넘어서 새로운 세대의 스타워즈로써 그 혼은 그대로 유지하고 있다 그리고 스타워즈는 분명히 보여주고 있다 - 선 을 이길수 있는 악 은 절대로 없다는 것을 -제다이 를 통하여 보여주고 있다 마지막 성소수자의 키스신은 너무나 실망이고 스타워즈의 명예를 더럽힌 연출이라고 생각한다 이번 제작진에게도 악마가 숨어 있었던 것일까?? 아무튼 이점만 빼놓고 주인공 레이는 스타워즈 선배들의 연기력을 모두 이어 받았고 - 포스는 너와 함께 할거야 언제나~ 스타워즈에게  어린시절의 추억을 담아서 경의를 표하는 바이다 , 10,1
3504,마지막에 카지노 관리를 친구가 하고있는 장면을 넣어줘야지.... , 4,0
3505,타란티노 감독은 킬빌에서도 보여지듯이 브루스 리의 광팬입니다. 이 영화에선 이소룡을 조롱한것이 아니라 그 당시 시대적 인종차별을 그대로 투영시켜 연출하였습니다. , 10,1
3506,도대체 뭘 희생하고 뭘 고생했다는 거냐 82년생 여자가 말 같은 소리를 해야지. 남녀갈등만 부추기는 악한 주제. 82년생 남자가 겪는 일에 대해서 1 이라도 생각해본적은 있나? , 1,0
3507,넷플로 인해 눈이 높아진 탓일까? 동양인의 한계일까..이대로라면 한국영화계 드라마계는 가망이 없다..어떻게 넷플 지원받아서 거지같은 중고 자동차들만 내보낼 생각을 했을까..? 연식 ㅈㄴ오래된 자동차 튜닝+ 할로겐 라이트 파란색으로 교체한거 나온다 = 한국꺼그냥 넷플 지원받아서 신세계 2. 느와르 찍도록하거라 , 1,0
3508,, 10,1
3509,OO하네.. 우주 쭈꾸미..  잡을수 있는 기회 100번은 있었다.. , 1,0
3510,믿고보는 영화 이게 영화다 이말이야 , 10,1
3511,그렇게 까지 깎아내릴 영화는 아닌듯합니다. 1편보다 미치지못한 부분은 있긴있지만 끝까지 전 재밎게 봤습니다. 현실적으로 차차 갈등도 풀어나가고 엔딩도 만족스러웠습니다.공감순윗댓글보고 걱정많이 했는데 괜찮습니다~1편보신분들은 안심하시고 보시고  그렇다고 너무막 기대는 하지마세요ㅋㅋ3편나왔으면~라라진은 2편에서도 사랑스럽습니다 , 8,1
3512,재밌는데 왜이럴까? 후속작도 빨리보고싶다~ , 9,1
3513,우리는 10초 앞이 있으니까.시간 때우기로 괜찮음 , 2,0
3514,"네 인생을 살아,  네 음악을 찾아 ", 9,1
3515,미래의 대한민국은 어쩌면 이럴지도 라는 생각을 하게 만들어준 감독 , 10,1
3516,그러게 왜안떴을까  .. , 10,1
3517,경찰이 몇안되는 깡패한테 빌빌거리다니이런 현실성 제로인 삼류영화는 제발 tv에도 방영하지말고 소각처리하길 , 2,0
3518,정말 재앙이라 소름돋네요 , 1,0
3519,, 10,1
3520,흐름이 깨지는 영화는 보다가 끄기 쉽다 그러나 이 영화는 2시간 동안 쉼없이 빠져든다... , 10,1
3521,별 생각없이 봤는데 제대로 걸렸네요..액션 제대롭니다..시원한 총질액션 찾으신다면 강추강추 , 10,1
3522,, 10,1
3523,내 평가가 영화의 아름다움을 해칠까 두렵다. , 10,1
3524,와 이 두분의 연기 어쩔...미친 영화 내용과 미친 연기력과 미친 연출력에 찬사를 보냅니다 , 10,1
3525,4총사 나와서 4점 줍니다. , 4,0
3526,넷플릭스에 잘팔았네 , 1,0
3527,나홀로 집에 성인ver. 딱 맞는 수준.핀처는 나와는 안맞는가보다. 남자는 역시 돈이 있어야 할배 나이에도 조디포스터와 이혼 할 수 있고 다른 젊은 여자와 또 누울 수 있네. 13살의 크리스틴 귀엽. , 7,1
3528,극장에서 미스백을 보고 온 어린이집 같은 반 엄마가 아동학대를 한 교사의 탄원서를 써주는 모습을 보면서 신선한 충격을 받은 영화였다. 영화는 영화고 현실은 현실이구나를 진심 느끼게 해준 미스백ㅎㅎㅎ , 10,1
3529,"기차를 탄 남편 아이다를 떠나보내고 뒤돌아 눈물 흘리고, 릴리의 스카프가 하늘로 날아가자 날아가도록 두라고 말하던 게르다가 인상적이었다. ", 10,1
3530,와 진짜 이게 8.8인게 신기하네요. 애 ^^ㅐ키 하나 살리자고 도대체 몇명을 죽이는거임?? 과몰입을 안할수가 없네요. 영상과 연출은 정말 대단하지만  역시 액션 영화에서 스토리까지 완벽할 수 없는건가...결말을 다시 돌려본다는 사람도 신기하네요.. , 2,0
3531,이쯤되면 이렇게 살겠지 했지만 그렇지 않았다. 여주인공의 무덤덤한 듯 하면서도 날카로운 액션이 멋있다. 영화가 기본적인 틀을 깨면서도 독특했다. , 8,1
3532,결국 '계'는 '색'을 이겼다. 허나 '색'에게 잔뜩 농락당한 '계'가 무슨 의미가 있으랴. , 8,1
3533,걍 진짜 재밌었음 개인적으로 한국 누아르중에 탑급인듯 , 10,1
3534,한석규님의 힘을 빼며 힘을주는 연기대한민국에서 누가 할수 있을까연기가 아니라 사람이 주는힘 , 10,1
3535,진짜 너무 매력적이고 재미있다. 근데 확실히 이런 암울한 내용을 즐기지 않는사람이라면 지루할수도 있겠지만 별테 할 정도까지는 아닌듯;; , 10,1
3536,한 번만 볼 수 없는 영화. , 9,1
3537,아저씨 우리 결혼할까요를 표절한 영화 이 영화가 압박 때문에 아저씨우리결혼할까요 상영관 수 적고 묻히게 되고 뭔가 영화가 한국스타일같지 않더니 , 1,0
3538,오랜만에 한국 스릴러 보는 느낌이라 재밌었음. 평점 5점대 까진 아닌듯..ㅠㅠ , 10,1
3539,난 너무 재밌게 잘봤음 ㅇㅇ , 8,1
3540,가장 저평가된 한국영화 , 9,1
3541,"이런 영화는 천년만년 보존해줘야한다.액션, 슬로우모션 잭 스나이더 당신 천재! ", 10,1
3542,"이게 재밌다고 보는 이가 없길 바란다. 진심으로 영화를 보는 눈이 없으니 개연성부족, 이상한 감정선, 좋은 배우들 캐스팅 해놓고 다 망치다니 ", 1,0
3543,가볍게 보려다 깊은 생각에 잠기는 영화를 보게되었네요 , 10,1
3544,댓글 처음 달아봅니다..다른말 신경쓰지마세요..정말 최고의 영화입니다.. , 10,1
3545,반전에 반전에 반전에 반전 이건 진짜 ㄹㅇ 띵작입니다. 저만 보기 아까우니까 제발 보세요 영화 보면서 소름이 한두번 돋은게 아니예요 진짜 영화 장면 장면이 단서고 힌트고 답을 찾는 열쇠입니다 이거 제발 봐주세요 너무 재밌엉ㅅㅇ , 10,1
3546,이걸 재미없다느끼나.. , 8,1
3547,토태식이 돌아왔구나? , 10,1
3548,"평점 너무 낮아서 10점줌. 긴장감, 연출로만 해도 충분히 좋게 봐줄수 있는 영화인데 (알바들인지 몰라도) 스토리를 빌미로 너무 억지로 까는 느낌이 심함. 익스트랙션만 띄워주는 이유를 대체 모르겠음. ", 10,1
3549,"스타워즈 전 시리즈 중 최고인, 말이 필요없는 명작 ", 10,1
3550,, 10,1
3551,9점 역시 액션영화 , 10,1
3552,, 10,1
3553,, ,0
3554,스릴도 너무 넘치고 재미있게 봤어요 내용없다고 뭐라하는 사람 많은데 전 재밌게 봤어요 , 10,1
3555,"생각없이 보기에는 스토리가 나쁘진 않으나, 2000년대 초반때 유치한 코메디 수준.. 옛날 한국영화가 가졌던 오글거리고 유치한 코메디를, 요즘시대에 보기에는 어려움이 있다. 연기 잘하는 배우들도 시대를 역행하는 오버 연기 ", 4,0
3556,감독이 리얼 섹슈얼 테러리스트네 미친거아니냐 빵에 안간게 신기하네 , 1,0
3557,7점   볼만하다 , 7,1
3558,투명인간보다 여주인공이 더 무서웠음...마지막 장면 ㅎㄷㄷ , 9,1
3559,, 10,1
3560,레알.. 개병맛돋는 80년대 홍콩 느와르액션의 끝물..ㅋㅋ 90년초 감성으로보면 추억이 새록새록한데 지금기준으로보면 오글거려서 볼수가없다.. 확실히 홍콩느와르물은 무간도 이전과 이후로 나뉘는듯.ㅉ , 9,1
3561,, 10,1
3562,진심 평점 너무 낮아요 나한테는 인생영화 완벽했어요 , 10,1
3563,별 테러 평 테러 같은데 ㅋㅋㅋ , 10,1
3564,마음이 찡한 영화... , 10,1
3565,"1시간짜리 리뷰 본 느낌..그것도 설명없는 리뷰 중간 중간 누가 연출 잘라 먹었나요?표절의혹 있는 지 모르고 다 잊어먹고 생각없이 봤는 데..보니까 센과 치히로의 표절의혹 있더라 생각하다 캐릭터가 잠깐 겹치는 거지.계속 겹친다 생각 못 함.센과 치히로보다 퀄이 떨어지고 저거 보는 동안 내가 ""자격루 광고 애니 리뷰 나 퀄높은 김치 워리어 보는 느낌이 더라.1000원도 외 저 가격인지 알것같고 진짜 1000원도아까웠음. ", 1,0
3566,간만에 티비틀자마자 하길래 봤는데 너무 재밌게 봤네요! 이런게 SF영화의 묘미인거 같습니다! , 10,1
3567,"존 윅을 언제 스토리 따지며 봤는지.(물론 그렇다고 이게 존 윅처럼 비주얼,액션 대박인건 아니지만...)한국에서 스토리 없고 긴장감 최고인 영화로는 원탑 먹을 듯 ", 10,1
3568,서사구조는 허술해도 평점이 이렇게 낮을 만큼 연출이나 영화적 만듦새가 허접하지 않음. , 10,1
3569,최고의 영화 천재적인 영화!!! , 10,1
3570,결론을 알고 보는데도 심장 쫄깃!!!  이병헌 연기야 당연 두말하면 숨가쁘지만모든 배우들 연기가 미쳤다 , 10,1
3571,올해가장잼나게봤다 난!! , 10,1
3572,액기스 말고 통째로 섭취해야지 더 좋습니다. , 8,1
3573,, 10,1
3574,나도 아동학대 피해자지만.. 어릴때 아동학대도 좀 당하고 학교도 안가고 그래야 나중에 커서 나처럼 멋있는 사람이 되는 것이다.. , 10,1
3575,오랜만에 너무 좋은 영화를 봤네요. 극중 계절과 상반되는 따뜻함을 느낄수가 있었습니다. 잔잔하지만 지루하지 않고 담백하니 새벽에 보기 너무 좋았어요. 마지막 대사가 여운을 주네요. 나도 네 꿈을 꿔. , 10,1
3576,, 10,1
3577,이제훈이 자살하던 장면이 내가 살았던 동네 아파트라서  더 와닿았던 영화... 나도 이제훈처럼 죽고 싶던 시절이 있었다... , 10,1
3578,잔잔한로코. 일본영화라 놀랍다. , 10,1
3579,지 좋은 것만 할려는 어린이들이 나오는 영화! 감독의 생각이 딱 그수준인듯. 마지막 장면까지 짜증난다. , 1,0
3580,세월호로 이득본사람이 원인이겠지 , 1,0
3581,뭔가 많은걸 표현하고 싶은데 표현하지 못한 영화같은 느낌이지만배우님들 긴장감 연기는 정말 최고였습니다. , 4,0
3582,형이 좋아하는 장면이 왜이렇게 뭉클한지.. 엔딩보고 소름돋았다 감동.. , 10,1
3583,나만 재밌나 진짜 후반부에 안재홍죽었을때 완전 울면서 봤는데 ..다양한 생각을 하게되는듯 , 10,1
3584,일년가까이를 기달려서 기대하고 봤는데 티비로 도대체가 뭔내용인지도 모르겠고 보다가 꺼버렸다... 아 내돈 만천원... , 1,0
3585,아드레날린 터지는 시간초월 서사 , 10,1
3586,"지금까지 토르 맨인블랙 생각하다가 크리스 연기를 과소평가했습니다. 외모 못지 않게 내면 연기 또한 훌륭하네요.올해 본 영화 중 단연 인상깊은 영화며, 중간 중간 영상미 추억회상씬 그리고 멜로디 또한 마음에 들었어요.다만 단점이 있다면  주인공 네버다이.. 총알도 피해가고..팔에만 맞는게 좀.. 거슬렸지만, 엔딩의 먹먹함이나 감정이입 몰입감은 훌륭하고 코로나로 인해서 영화관도 못가는 영화광들에게 추천합니다 ", 10,1
3587,거의 다왔는데 아빠도 밖에 같이 나갔으면 좋을련만... 다왔는데....그리고 잠수병걸린아저씨ㅠㅠㅠ흑흑 , 10,1
3588,너무 긴장감 넘치게 재밌게 봤는데 다들 평점이ㅠㅠㅠㅠ이렇게 긴장감 넘치는 영화는 진짜 오랜만에 봤습니다ㅠ재밌어요! , 10,1
3589,약간의 긴장감마저 없었으면 남는게 없네 , 2,0
3590,완전 최고였음~♡액션 몰입도 짱이네요강추!! , 10,1
3591,기대 안하고 봤는데 꽤 재밌네 톰크루즈 다시 부활 하는게 개웃기던데 ㅋㅋ , 9,1
3592,프라이머리의 긴장감 넘치는 사운드만 몰입하게 만듬 감독 미필인가 뭘 보여주는 영화인지 전혀 모르겠음 , 1,0
3593,"좋아하는 영화중 하나인데 평점 뭔가요!평점 낮게 준 사람들은  여행 안좋아하는 사람들?이탈리아,인도,발리 영상미도 좋고마음이 답답하고 현실에 지쳤을때 리프레시 됨 ", 10,1
3594,초중반까지는 밀어부치는 힘이 강하다. 중반이후로는 글쎄... , 7,1
3595,I miss you  난 너를 놓친거야 , 10,1
3596,걍 지렸다 가끔 넷플릭스를 내가 왜 보나하다가 이렇게 또 결제연장 ㄷㄷ , 10,1
3597,핵 졸 잼 ㅠ 액 션 쩔 어 ㅠ시간 순삭 .. , 10,1
3598,버려진 스토리 속편 제작 각 재던데 음 이런 스토리라면 안 나오는게 좋을듯 넷플릭스한테 큰 절 해야 할 영화 다만 연출과 음향은 나쁘지 않았음 배우들 연기가 멱살 잡고 끌고간 케이스 , 2,0
3599,영화는 개노잼인데 댓글이랑 후기 보는게 개꿀잼 , 1,0
3600,주차장씬에서 끄고 잤어야 했다 하 ㅡㅡ , 1,0
3601,주차장씬에서 끄고 잤어야 했다 하 ㅡㅡ , 1,0
3602,"내가 하고 싶은 말들을 다른 분들이 다 써 놓았네스가의 내적갈등을 곱씹어보면 나 또한 생각에 암기게 된다. 결론적으로 영상미,ost,줄거리 모두 좋았던 영화. 차기작이 기대된다 ", 10,1
3603,효신아 내가 너무 많이 사랑해.... , 10,1
3604,"선생님 밀레니얼 세대한테나 이제 외롭지 않아 이런 대사 안먹혀요...그래도 영상톤과 배우 조합은 ㅇㅈ합니다.,. ", 2,0
3605,, ,0
3606,"대만 특유의 여자는 미래를 살고, 남자는 과거에 살았다 는 스토리 결말이 너무 극단적이라고 생각되지만 남주의 상황을 잘 알기에 넘어간다 마지막 장면에서 감정 끌어올리다가 무리수 때문에 다시 식음 , 멍때리면서 보기에 좋은영화 아 그리고 여주 ㅆㅑㅇ..ㄴ... ", 8,1
3607,정말 처음 느껴보는 감정슬픈장면 하나없는데 보고난후 아련한 감정이 가시질않는다하지만 이또한 잊혀지겠지 마음속깊이 아련함을 간직한채. 최고의 명작이다 , 10,1
3608,영상미도 훌륭했고 배우들의 연기도 두말할 나위없이 몰입감 있었지만 애초에 김재규는 5.16 군사정변 때 아무것도 안했는데도 혁명동지 운운하고 박정희가 뜬금없이 일본어로 대사를 하는둥 의도적으로 깎아내리고 비난하려는 의도가 너무 보여서 좀 그랬음. 최대한 사실적 고증으로 묘사해도 얼마든지 비판적으로 묘사할수 있었을텐테 굳이 이렇게까지? 하는 모습이 너무 보여서 개인적으로 실망 , 3,0
3609,괜찮은데.?.? 볼만함.! 욕들어먹을 정도는 아닌듯..안됫네..ㅜ다들 기대치가 넘 높았나..스토리가 좀 약하긴 햇음.연출도 좋고 연기는 뭐 다들 말할것도 없고 특히 기억에 남는건 박해수!!이제훈 , 7,1
3610,, 10,1
3611,웃음기를 쫙 뺀 대신에 마지막 클라이막스에서 긴장감이 압권이며 왜 쿠데타를 일으켰는지 그 이유에 초점을 맞춘영화. 적어도 그때 그사람들이란 명작이 있는데 굳이 왜 이걸 또 영화화 했을까하는 의문점은 해소 시켜주었다. , 8,1
3612,아~~마지막까지 지켜주네 먹먹하다ㅠ , 10,1
3613,지고지순한 사랑에 박수를보냄여주가 엑스맨의 진그레이  친숙한배우라서 더볼만했음 , 10,1
3614,"햄식이 막판 총질이., 실제인것마냥 총의 무게감이나 타격감이 장난이 아님.. 가스총하나 장난해야하나,.,, 뽐뿌질옴,., ", 10,1
3615,징짜내인생최고영화 OST도 너무좋음.. 10번본듯 , 10,1
3616,, 10,1
3617,, 10,1
3618,그립다. 봉화에 꼭 가보리라.. , 10,1
3619,배우들의 대화가 언제 끝나는가 기다렸음..대화가 끝나니까 영화가 끝남..여자주인공 생각과 사상 멋져 , 4,0
3620,, ,0
3621,난 이런거 좋든데... , 10,1
3622,내 생애 최고의 영화...! , 10,1
3623,넷플영화 전부다 B급이냐 시나리오 같지도 않은걸 영화화 시키네 아주 그냥 질보단 양으로 승부보다 쫄딱 망한다....한국한테 총싸움은 안어울려 쏠줄도 모르고 , 1,0
3624,긴장되 미침. 스토리를 다 주워서 끝내지 못했다는건 사실인데 그래도 긴장되 미침. , 10,1
3625,람보와 터미네이터의 만남 ㅋㅋ 어디든지 탈출한다 , 9,1
3626,, 10,1
3627,, 10,1
3628,이런 영화를 봐주는게 조국같은 거짓위선자를 양산하는거다. , 1,0
3629,진짜 낮술한잔 빨고 만든 영화 저예산 독립영화의 투박한 만듬새가 오히려 더 빛을 발하는 영화 , 8,1
3630,채홍사를 그리다보니 선정적일 수 밖에 없었던 영화임. 그니까 선정적인걸로 까는거 자체가 웃긴영화. 야하다는거 뺴고 스토리에 집중해서 보면 재밌더라. , 8,1
3631, 감상평 담배 총 끝.... , 1,0
3632,네이버평점거른다 긴장감미쳤네 재밌게봄 , 10,1
3633,건강하고 굳건하고 곧은 의지를 가진 긍정적인 사나이들 용기와 신념 그리고 몸을 날려야할때는 과감히 행동하는 그들 그게 미군과 미국의 저력이다. 액션씬은 진짜 생날것의 리얼리티즘의 극치! , 9,1
3634,와 진짜 처음으로 리뷰 남기고싶어서 달수있을때까지 도전한거 같다  ㅠ 마지막 진짜 여운 어쩔꺼야... 마약왕 아들한테 감정이입됨.... , 10,1
3635,이정도 긴장감을 주는 한국 영화가 또 있었나?흡입력이 엄청남 스토리만으로 평가 할 영화가 아님 , 10,1
3636,, ,0
3637,혹평을 남기신 분들 영화에 뭐 얼마나 많은 내용을 담아야 좋은 영화인가요? 모자란 부분도 분명 있었지만 스릴러 장르인 만큼 처음부터 끝날 때 까지 이어지는 긴장감이 좋았습니다. 저는 재밌게잘봤어요 감사합니다. , 10,1
3638,평점 왜이래...?난 꽤 재밌었는데.. 집중해서 보게되고 긴장감이 내가 본 여느 공포영화보다 더했는데..ㅜㅜ스토리는 이어지는 후속편을 봐야 풀릴것같다.. , 10,1
3639,배우들 연기력이 좋다. 하지만 개연성이 조금 떨어져보인다. , 9,1
3640,뜬금없는 술래잡기제안.. , 2,0
3641,, 10,1
3642,이 이야기는 물론 지금은 안그래도예전까지 있었던 일이에요이 영화 보지도 않았으면서 평점 달지 마시고보고 오세요진짜 이거 보면서 엄청 울었어요 , 10,1
3643,평론가는 아니니 그들의 관람 포인트는 모르겠어요그냥 며칠째 힘들고 슬픈게 보고 싶어서 아기 재우고 슬픈 한국영화 보여줘 했더니 이것도 끝에쯤에 뜨더라고요 그래서 봤는데 횟수로는 3번째 보는거 같아요 개봉쯤에 보고 임신 했을때 보고 아기 두돌쯤되서 보는데. 평은 첨 쓰네요 코믹 하기도 하고 슬프기도 하고 감동 이기도 하고 가족의 소중한도 느끼고..잘 봤어요^^아기랑 새로운 가족이 생기고 나서 보니 끝엔 또 다른 감동이네요그냥 여러관점 빼고 편하게 보면 착하게 잘 만든 영화 같아요 잘 봤어요 살면서 어느쯤에 또 볼거 같아요 전 이런 영화 좋네요 얼마전에 클래식이랑 너는 내 운명도 봤는데 가끔은 그런 편하면서 감성도 느끼는 영화 좋은거 같아요 , 10,1
3644,역대급 액션 캐릭터..햄식이는 토르보다  이게 더  잘어울리는듯..속편 만들어주세요 , 10,1
3645,글쎄; 액션은 좋다. 그런데 스토리가 영.. 그냥 킬링타임용임 , 7,1
3646,인생 영화임. 하루 종일 감상평 떠들 자신 있다 , 10,1
3647,햄식이 토르를벗어 인생영화다 무슨 게임인줄 박진감스릴 카메라 디진다 , 8,1
3648,, 10,1
3649,"나의 3대 지브리 명작은 센과치히로의 행방불명, 하울의 움직이는 성, 그리고 모노노케 히메 ★ ", 10,1
3650,남주너무 멋짐... 저런사람만나야지....근데 남겨진사람은 어떡하라고 ㅜㅜ 맴찢... , 7,1
3651,넷플에 올라왔길래 봤는데 진짜 이거 사람들 돈주고 봤으면 평균 평점 2점대 가능했을듯 댓글 알바 없을경우 1점대 씹가능 2020년도 최고의 핵폐기물 영화.평점 테러당했다고 10점 주면서 긴장감있다면서 돈 몇만원에 양심팔아먹는 알바새끼들 뒤통수 딱밤 존나 쌔게 한대만 때리고 싶다ㅎㅎ어떤 알바가 댓글 찌끄려논거중에서 이 영화는 1편 2편나누어져있는 영화고 1편도 분량이 2시간 가까이 되는데 뿌린 떡밥 회수하려면 10시간도 모자랄꺼라고 입으로 똥싸는 댓글 쓴거보고 두손두발 들었다.스토리가 있어야 떡밥을 풀고 회수를 하지뭔....에휴 머저리새끼들ㄹㅇ 요즘 댓글알바들 '능지'처참이네 , 1,0
3652,한없이 가벼운 남녀주인공을 보고싶다면 추천. , 1,0
3653,, 10,1
3654,"흥행 폭망,, 한국여자들아 돈 좀 써라; 하여간 지 돈 안 쓰는데는 타고난 그 성별,,, ", 2,0
3655,시시한 공포 영화 천지 삐까린데 이 영화는 수작임 거기다 감우성의 연기 ㅎㄷㄷ , 8,1
3656,"킬링의 주인공이 나와서 봤는데 배신당한 느낌, 영화 한편에 담기엔 짧아서 주인공 내면을 표현하기엔 부족하다 ", 4,0
3657,토르가 총을 이리 잘쏠줄이야.. , 10,1
3658,나라를 지켜주신 많은 분들의 희생덕분에 오늘날의 저희가 있습니다. 감사합니다. , 10,1
3659,총을살리든.. 대사를 살리든.. 연기자들을 살리든... 하나만 집중하지 그러셨어요.. 연기자들이 이렇게 멋진데말이죠. 수고는 많으셨습니다. , 4,0
3660,초반 긴장감이 ㅈ되는데 초반만 보고 껐다고?줬나 평점 2점주면서 있어보이는 말하면 지네가박평식이라도 되는줄 아나봐 , 10,1
3661,"재미도 있고, 교훈도 있는 엉뚱하면서 재밌다 ", 10,1
3662,"긴장감 대박이고 누가 튀어나올까봐 긴장하면서 봤어요. 스토리가 약간 아싑지만,, 그리고 4인방 연기력도 짱 :) (그리고 나만 느낀건지 모르겠지만 보면서 배틀그라운드랑 비슷하게 느껴졌음) ", 9,1
3663,진짜 재미가 없어서 평점을 낮게 준건가?굳이 설정을 다 하나씩 설명해줄 필요는 없음. 근데 한이 왜 이제훈을 풀어주고 사냥을 시작했냐 이거는 어느정도 납득할 수 있는 근거가 있었으면 싶긴함그거 빼고는 전반적으로 괜찮은 영화였던거 같음감독 전작인 파수꾼에서의 깊은 의미를 찾기보다는 킬링타임용 오락영화로 보면 훌륭한 영화8점 정도가 적당할거같지만 평점이 말도안되게 테러당해있어서 10점줌 , 10,1
3664,긴장감은 있는데 그냥 무섭기만 함.  영화를 보면서 답답함이 많이 생김. 배우들의 연기가 아까울 정도.극장 가서 본 거 였으면 돈 아까울 정도임 , 1,0
3665,직접 보세요 긴장감은 최고네요 , 8,1
3666,그냥 대충 만들어서 영화관 올리는 한국 영화중에서 간만에 스토리 라인 탄탄한 영화 봤어요 슬기로운 감빵 박해수 때문에 봤는데 감독이 스토리 잘 만들었어요 시간과 돈 투자해도 안 아까워요^^ 감독님 잘 만들었어요~~^^ 홍보가 덜 되서 안타까워요 , 10,1
